huml,humw,ulnal,ulnaw,feml,femw,tibl,tibw,tarl,tarw,type
35.97,2.81,39.56,2.5,31.17,2.16,52.0,2.53,32.14,2.2,W
22.09,1.23,23.86,0.99,15.52,0.85,30.01,0.69,17.8,0.71,W
67.37,4.34,78.5,4.05,27.53,2.53,45.73,2.53,25.57,2.25,W
68.92,4.48,75.44,3.97,38.49,3.02,89.16,3.53,67.75,2.84,W
29.4,2.05,32.56,1.9,20.92,1.46,38.96,1.45,23.98,1.2,W
70.01,3.71,76.9,2.88,49.42,3.08,79.56,3.35,52.74,3.02,W
190.0,11.92,225.0,8.55,101.75,7.75,240.0,7.71,175.0,7.0,W
157.0,9.0,192.0,7.02,85.6,6.44,227.0,6.84,175.0,6.77,W
79.7,4.4,111.66,4.57,39.87,3.04,68.59,2.95,33.39,2.4,W
63.18,3.73,77.03,3.35,26.54,2.01,48.52,2.21,22.61,1.4,W
87.61,4.85,97.37,4.48,38.27,2.62,69.8,2.29,33.91,2.03,W
84.7,4.77,92.87,3.91,38.03,2.27,67.02,2.43,39.7,2.23,W
91.59,4.69,99.01,4.43,39.73,2.63,72.93,2.69,35.58,2.12,W
84.41,5.0,94.29,4.06,35.87,2.85,69.67,2.73,33.67,2.18,W
92.93,5.28,110.94,3.87,55.11,4.16,137.0,4.29,96.37,3.79,W
72.85,3.9,80.82,3.42,33.36,2.32,70.09,2.19,43.07,2.07,W
70.63,3.97,78.98,3.56,36.58,2.91,71.8,2.53,43.5,2.28,W
149.7,7.75,169.7,7.06,67.3,5.68,124.62,5.46,78.11,4.03,W
100.08,5.22,112.94,4.74,44.42,3.77,82.57,3.39,54.5,2.95,W
129.2,7.22,143.7,6.1,60.01,4.61,113.14,4.85,69.81,3.27,W
137.79,7.78,155.19,7.13,62.84,5.15,124.7,4.36,74.87,3.81,W
108.14,6.24,120.69,5.25,47.59,3.78,89.94,3.79,60.51,2.75,W
82.0,4.58,94.79,4.04,37.09,2.72,75.04,2.89,49.76,2.08,W
111.69,6.03,125.58,4.83,45.37,3.44,84.5,3.63,52.44,2.8,W
138.18,7.24,156.7,6.42,61.9,4.77,115.79,5.53,72.19,3.64,W
126.44,6.2,139.7,5.52,58.12,4.36,105.51,4.79,64.47,3.33,W
118.52,6.87,134.91,5.06,78.2,5.24,132.0,5.38,85.28,4.74,W
120.26,7.01,132.42,5.4,67.0,5.35,130.1,5.22,87.53,5.12,W
67.63,4.37,60.17,3.73,53.03,4.08,92.18,4.31,54.38,4.14,W
27.94,1.93,30.25,1.66,19.55,1.52,35.21,1.38,24.47,1.16,W
83.48,5.06,94.46,3.57,49.26,4.04,110.0,3.8,82.0,3.45,W
82.39,4.8,92.5,3.64,47.86,4.05,140.0,4.26,95.39,3.43,W
88.16,8.15,66.99,6.25,46.55,3.86,83.02,3.99,36.71,3.84,W
84.92,7.9,63.16,5.78,46.77,3.84,82.87,4.36,37.17,3.23,W
44.71,3.93,32.87,2.97,20.87,1.76,40.79,1.8,23.42,1.25,W
50.22,4.31,36.33,3.79,25.7,2.24,46.42,2.1,25.87,1.45,W
45.18,3.44,38.53,3.15,28.31,2.21,46.93,2.36,25.86,2.12,W
45.68,3.95,38.98,3.51,29.15,2.44,45.23,2.52,24.64,2.64,W
46.4,3.39,38.6,3.32,29.0,2.36,49.08,2.49,26.55,2.19,W
45.25,3.5,38.72,3.33,28.6,2.03,46.36,2.39,24.03,1.99,W
76.71,5.82,61.54,5.2,47.87,3.53,75.24,4.21,35.11,4.47,W
74.89,5.63,60.54,4.67,45.38,3.3,72.16,3.53,31.94,4.36,W
34.8,2.44,29.12,2.38,23.16,1.6,35.5,1.51,19.07,1.47,W
33.37,2.69,30.06,2.51,22.86,1.84,38.3,1.87,19.13,1.54,W
35.11,2.51,29.18,2.54,23.2,1.81,38.09,1.84,18.33,1.57,W
37.64,2.2,31.58,1.87,37.69,2.37,57.06,2.19,37.19,2.2,W
34.17,2.21,27.8,1.97,35.82,2.32,51.77,2.06,33.13,1.93,W
30.99,2.09,26.14,1.82,32.83,2.09,50.67,1.98,30.8,1.95,W
48.19,3.44,43.71,3.01,50.46,3.6,94.86,3.45,55.0,4.57,W
57.08,4.28,46.72,3.63,53.64,4.11,89.93,4.23,58.14,4.32,W
38.49,2.31,46.3,2.34,18.34,1.24,31.79,1.07,15.5,0.98,W
91.89,4.99,99.31,4.73,40.03,2.93,73.23,2.99,35.88,2.42,W
